forecasting_horizon,season,uid,n,err_rate
4-month lag,AMJJ,76,3,0.0
4-month lag,AMJJ,77,3,0.0
4-month lag,AMJJ,78,3,0.0
4-month lag,AMJJ,79,4,0.0
4-month lag,AMJJ,80,4,0.0
4-month lag,AMJJ,81,4,0.5
4-month lag,AMJJ,82,4,0.5
4-month lag,AMJJ,83,4,0.0
4-month lag,AMJJ,84,4,0.0
4-month lag,AMJJ,85,4,0.0
4-month lag,AMJJ,86,4,0.0
4-month lag,AMJJ,87,4,0.0
4-month lag,AMJJ,88,4,0.75
4-month lag,AMJJ,89,4,0.25
4-month lag,AMJJ,90,4,0.0
4-month lag,AMJJ,91,4,0.0
4-month lag,AMJJ,92,4,0.25
4-month lag,AMJJ,93,4,0.5
4-month lag,AMJJ,94,4,0.0
4-month lag,AMJJ,95,4,0.0
4-month lag,AMJJ,96,4,0.5
4-month lag,AMJJ,97,4,0.5
4-month lag,AMJJ,98,4,0.25
4-month lag,AMJJ,99,4,0.5
4-month lag,AMJJ,100,4,0.5
4-month lag,AMJJ,101,4,0.5
4-month lag,AMJJ,102,4,0.25
4-month lag,AMJJ,103,4,0.25
4-month lag,AMJJ,104,4,0.5
4-month lag,AMJJ,105,4,0.5
4-month lag,AMJJ,106,4,0.25
4-month lag,AMJJ,107,4,0.25
4-month lag,AMJJ,108,4,0.5
4-month lag,AMJJ,109,4,0.0
4-month lag,AMJJ,110,4,0.0
4-month lag,AMJJ,111,4,0.5
4-month lag,AMJJ,112,4,0.25
4-month lag,AMJJ,113,4,0.25
4-month lag,AMJJ,114,4,0.25
4-month lag,AMJJ,115,4,0.25
4-month lag,AMJJ,116,4,0.5
4-month lag,AMJJ,117,4,0.25
4-month lag,AMJJ,118,4,0.25
4-month lag,AMJJ,119,4,0.25
4-month lag,AMJJ,120,4,0.0
4-month lag,AMJJ,121,4,0.0
4-month lag,AMJJ,122,4,0.0
4-month lag,AMJJ,123,4,0.0
4-month lag,AMJJ,124,4,0.0
4-month lag,AMJJ,125,4,0.0
4-month lag,AMJJ,126,4,0.0
4-month lag,AMJJ,127,4,0.25
4-month lag,AMJJ,128,4,0.0
4-month lag,AMJJ,129,4,0.25
4-month lag,AMJJ,130,4,0.0
4-month lag,AMJJ,131,4,0.0
4-month lag,AMJJ,132,4,0.0
4-month lag,AMJJ,133,4,0.0
4-month lag,AMJJ,134,4,0.0
4-month lag,AMJJ,135,4,0.0
4-month lag,AMJJ,136,4,0.0
4-month lag,AMJJ,137,4,0.0
4-month lag,AMJJ,138,4,0.0
4-month lag,AMJJ,139,4,0.0
4-month lag,AMJJ,140,4,0.0
4-month lag,AMJJ,141,4,0.0
4-month lag,AMJJ,142,4,0.0
4-month lag,AMJJ,143,4,0.25
4-month lag,AMJJ,144,4,0.0
4-month lag,AMJJ,145,4,0.0
4-month lag,AMJJ,146,4,0.0
4-month lag,AMJJ,147,4,0.0
4-month lag,AMJJ,148,4,0.0
4-month lag,AMJJ,149,4,0.0
4-month lag,AMJJ,150,4,0.0
4-month lag,AMJJ,151,4,0.25
4-month lag,AMJJ,152,4,0.0
4-month lag,AMJJ,153,4,0.0
4-month lag,AMJJ,154,4,0.0
4-month lag,AMJJ,155,4,0.0
4-month lag,AMJJ,156,4,0.0
4-month lag,AMJJ,157,4,0.0
4-month lag,AMJJ,158,4,0.0
4-month lag,AMJJ,159,4,0.0
4-month lag,AMJJ,160,4,0.25
4-month lag,AMJJ,161,4,0.5
4-month lag,AMJJ,162,4,0.0
4-month lag,AMJJ,163,4,0.0
4-month lag,AMJJ,164,4,0.5
4-month lag,AMJJ,165,4,0.5
4-month lag,AMJJ,166,4,0.5
4-month lag,AMJJ,167,4,0.5
4-month lag,AMJJ,168,4,0.5
4-month lag,AMJJ,169,4,0.5
4-month lag,AMJJ,170,4,0.75
4-month lag,AMJJ,171,4,0.75
4-month lag,AMJJ,172,3,0.3333333333333333
4-month lag,AMJJ,173,3,0.3333333333333333
4-month lag,AMJJ,174,3,0.3333333333333333
4-month lag,AMJJ,175,3,0.6666666666666666
4-month lag,AMJJ,176,3,0.3333333333333333
4-month lag,AMJJ,177,3,0.3333333333333333
4-month lag,AMJJ,178,3,0.6666666666666666
4-month lag,AMJJ,179,3,0.3333333333333333
4-month lag,AMJJ,180,3,0.3333333333333333
4-month lag,AMJJ,181,3,0.3333333333333333
4-month lag,AMJJ,182,3,0.3333333333333333
4-month lag,AMJJ,183,3,0.3333333333333333
4-month lag,AMJJ,184,3,0.3333333333333333
4-month lag,AMJJ,185,3,0.3333333333333333
4-month lag,AMJJ,186,3,0.3333333333333333
4-month lag,AMJJ,187,3,0.3333333333333333
4-month lag,AMJJ,188,3,1.0
4-month lag,AMJJ,189,3,0.6666666666666666
4-month lag,AMJJ,190,3,0.3333333333333333
4-month lag,AMJJ,191,3,0.3333333333333333
4-month lag,AMJJ,192,3,0.3333333333333333
4-month lag,AMJJ,193,3,0.3333333333333333
4-month lag,AMJJ,194,3,0.3333333333333333
4-month lag,AMJJ,195,3,0.3333333333333333
4-month lag,AMJJ,196,3,0.3333333333333333
4-month lag,AMJJ,197,3,1.0
4-month lag,AMJJ,198,3,0.3333333333333333
4-month lag,AMJJ,199,3,0.6666666666666666
4-month lag,AMJJ,200,3,0.6666666666666666
4-month lag,AMJJ,201,3,0.6666666666666666
4-month lag,AMJJ,202,3,0.6666666666666666
4-month lag,AMJJ,203,3,0.6666666666666666
4-month lag,AMJJ,204,3,0.6666666666666666
4-month lag,AMJJ,205,3,0.6666666666666666
4-month lag,AMJJ,206,3,1.0
4-month lag,AMJJ,207,3,0.6666666666666666
4-month lag,AMJJ,208,3,0.6666666666666666
4-month lag,AMJJ,209,3,0.6666666666666666
4-month lag,AMJJ,210,3,0.6666666666666666
4-month lag,AMJJ,211,3,0.3333333333333333
4-month lag,AMJJ,212,3,0.6666666666666666
4-month lag,AMJJ,213,3,0.6666666666666666
4-month lag,AMJJ,214,3,0.3333333333333333
4-month lag,AMJJ,215,3,0.3333333333333333
4-month lag,AMJJ,217,3,0.6666666666666666
4-month lag,AMJJ,218,3,0.6666666666666666
4-month lag,AMJJ,219,3,0.6666666666666666
4-month lag,AMJJ,220,3,0.6666666666666666
4-month lag,AMJJ,221,3,0.6666666666666666
4-month lag,AMJJ,222,3,0.6666666666666666
4-month lag,AMJJ,223,3,0.6666666666666666
4-month lag,AMJJ,224,3,0.6666666666666666
4-month lag,AMJJ,225,3,0.3333333333333333
4-month lag,AMJJ,226,3,0.6666666666666666
4-month lag,AMJJ,227,3,0.6666666666666666
4-month lag,AMJJ,228,3,0.6666666666666666
4-month lag,AMJJ,229,3,0.6666666666666666
4-month lag,AMJJ,230,3,0.6666666666666666
4-month lag,AMJJ,231,3,0.6666666666666666
4-month lag,AMJJ,232,3,0.6666666666666666
4-month lag,AMJJ,233,3,0.6666666666666666
4-month lag,AMJJ,234,3,1.0
4-month lag,AMJJ,235,3,0.6666666666666666
4-month lag,AMJJ,236,3,0.6666666666666666
4-month lag,AMJJ,237,3,0.6666666666666666
4-month lag,AMJJ,238,3,0.6666666666666666
4-month lag,AMJJ,239,3,0.6666666666666666
4-month lag,AMJJ,240,3,0.6666666666666666
4-month lag,AMJJ,241,3,0.0
4-month lag,AMJJ,242,3,0.0
4-month lag,AMJJ,243,3,0.0
4-month lag,AMJJ,244,3,0.0
4-month lag,AMJJ,245,3,0.0
4-month lag,AMJJ,246,3,0.6666666666666666
4-month lag,AMJJ,247,3,0.6666666666666666
4-month lag,AMJJ,248,3,0.6666666666666666
4-month lag,AMJJ,249,3,0.6666666666666666
4-month lag,AMJJ,250,3,0.6666666666666666
4-month lag,AMJJ,251,3,0.6666666666666666
4-month lag,AMJJ,252,3,0.6666666666666666
4-month lag,AMJJ,253,3,0.6666666666666666
4-month lag,AMJJ,254,3,0.6666666666666666
4-month lag,AMJJ,255,3,0.6666666666666666
4-month lag,AMJJ,256,3,0.6666666666666666
4-month lag,AMJJ,257,3,0.6666666666666666
4-month lag,AMJJ,258,3,0.3333333333333333
4-month lag,AMJJ,259,3,0.6666666666666666
4-month lag,AMJJ,260,3,0.6666666666666666
4-month lag,AMJJ,261,3,0.6666666666666666
4-month lag,AMJJ,262,3,0.6666666666666666
4-month lag,AMJJ,263,3,0.6666666666666666
4-month lag,AMJJ,264,3,0.3333333333333333
4-month lag,AMJJ,265,3,0.3333333333333333
4-month lag,AMJJ,266,3,0.3333333333333333
4-month lag,AMJJ,267,3,0.3333333333333333
4-month lag,AMJJ,268,3,1.0
4-month lag,AMJJ,269,3,0.3333333333333333
4-month lag,AMJJ,270,3,0.3333333333333333
4-month lag,AMJJ,271,3,0.6666666666666666
4-month lag,AMJJ,272,3,0.6666666666666666
4-month lag,AMJJ,273,3,0.3333333333333333
4-month lag,AMJJ,274,3,0.3333333333333333
4-month lag,AMJJ,275,3,0.3333333333333333
4-month lag,AMJJ,276,3,0.6666666666666666
4-month lag,AMJJ,277,3,0.3333333333333333
4-month lag,AMJJ,278,3,0.3333333333333333
4-month lag,AMJJ,279,3,0.3333333333333333
4-month lag,AMJJ,280,3,0.3333333333333333
4-month lag,AMJJ,281,3,0.3333333333333333
4-month lag,AMJJ,282,3,0.3333333333333333
4-month lag,AMJJ,283,3,0.3333333333333333
4-month lag,AMJJ,284,3,0.0
4-month lag,AMJJ,285,3,0.3333333333333333
4-month lag,AMJJ,286,3,0.3333333333333333
4-month lag,AMJJ,287,3,0.3333333333333333
4-month lag,AMJJ,288,3,0.3333333333333333
4-month lag,AMJJ,289,3,0.3333333333333333
4-month lag,AMJJ,290,3,0.3333333333333333
4-month lag,AMJJ,291,3,0.0
4-month lag,AMJJ,292,3,0.3333333333333333
4-month lag,AMJJ,293,3,0.0
4-month lag,AMJJ,294,3,0.0
4-month lag,AMJJ,295,3,0.3333333333333333
4-month lag,AMJJ,296,3,0.3333333333333333
4-month lag,AMJJ,297,3,0.3333333333333333
4-month lag,AMJJ,298,3,0.0
4-month lag,AMJJ,299,3,0.0
4-month lag,AMJJ,300,3,0.6666666666666666
4-month lag,AMJJ,301,3,0.0
4-month lag,AMJJ,302,3,0.0
4-month lag,AMJJ,303,3,0.3333333333333333
4-month lag,AMJJ,304,3,0.3333333333333333
4-month lag,AMJJ,305,3,0.3333333333333333
4-month lag,AMJJ,306,3,0.0
4-month lag,AMJJ,307,3,0.3333333333333333
4-month lag,AMJJ,308,3,0.3333333333333333
4-month lag,AMJJ,309,3,0.3333333333333333
4-month lag,AMJJ,310,3,0.3333333333333333
4-month lag,AMJJ,311,3,0.3333333333333333
4-month lag,AMJJ,312,3,0.3333333333333333
4-month lag,AMJJ,313,3,0.0
4-month lag,AMJJ,314,3,0.3333333333333333
4-month lag,AMJJ,315,3,0.0
4-month lag,AMJJ,316,3,0.0
4-month lag,AMJJ,317,3,0.3333333333333333
4-month lag,AMJJ,318,3,0.0
4-month lag,AMJJ,319,3,0.0
4-month lag,AMJJ,320,3,1.0
4-month lag,AMJJ,321,3,0.0
4-month lag,AMJJ,322,3,0.0
4-month lag,AMJJ,323,3,1.0
4-month lag,AMJJ,324,3,0.0
4-month lag,AMJJ,325,3,0.0
4-month lag,AMJJ,326,3,0.3333333333333333
4-month lag,AMJJ,327,3,0.0
4-month lag,AMJJ,328,3,0.0
4-month lag,AMJJ,329,3,0.3333333333333333
4-month lag,AMJJ,330,3,1.0
4-month lag,AMJJ,331,3,0.3333333333333333
4-month lag,AMJJ,332,3,1.0
4-month lag,AMJJ,333,3,1.0
4-month lag,AMJJ,334,3,0.0
4-month lag,AMJJ,335,3,0.0
4-month lag,AMJJ,336,3,0.0
4-month lag,AMJJ,337,3,0.0
4-month lag,AMJJ,338,3,0.3333333333333333
4-month lag,AMJJ,339,3,1.0
4-month lag,AMJJ,340,3,0.3333333333333333
4-month lag,AMJJ,341,3,0.0
4-month lag,AMJJ,342,3,0.0
4-month lag,AMJJ,343,3,0.3333333333333333
4-month lag,AMJJ,344,3,0.0
4-month lag,AMJJ,345,3,0.6666666666666666
4-month lag,AMJJ,346,3,1.0
4-month lag,AMJJ,347,3,0.0
4-month lag,AMJJ,348,3,1.0
4-month lag,AMJJ,349,3,0.3333333333333333
4-month lag,AMJJ,350,3,1.0
4-month lag,AMJJ,351,3,0.0
4-month lag,AMJJ,352,3,0.0
4-month lag,AMJJ,353,3,0.3333333333333333
4-month lag,AMJJ,354,3,0.3333333333333333
4-month lag,AMJJ,355,3,0.3333333333333333
4-month lag,AMJJ,356,3,0.3333333333333333
4-month lag,AMJJ,357,3,0.3333333333333333
4-month lag,AMJJ,358,3,0.3333333333333333
4-month lag,AMJJ,359,3,0.0
4-month lag,AMJJ,360,3,0.3333333333333333
4-month lag,AMJJ,361,3,0.0
4-month lag,AMJJ,362,3,0.3333333333333333
4-month lag,AMJJ,363,3,0.3333333333333333
4-month lag,AMJJ,364,3,0.3333333333333333
4-month lag,AMJJ,365,3,0.0
4-month lag,AMJJ,366,3,0.0
4-month lag,AMJJ,367,3,0.0
4-month lag,AMJJ,368,3,0.0
4-month lag,AMJJ,369,3,0.0
4-month lag,AMJJ,370,3,0.0
4-month lag,AMJJ,371,4,0.25
4-month lag,AMJJ,372,4,0.5
4-month lag,AMJJ,373,4,0.5
4-month lag,AMJJ,374,4,0.5
4-month lag,AMJJ,375,4,0.25
4-month lag,AMJJ,376,4,0.5
4-month lag,AMJJ,377,4,0.25
4-month lag,AMJJ,378,4,0.25
4-month lag,AMJJ,379,4,0.5
4-month lag,AMJJ,380,4,0.25
4-month lag,AMJJ,381,4,0.25
4-month lag,AMJJ,382,4,0.5
4-month lag,AMJJ,383,4,0.25
4-month lag,AMJJ,384,4,0.5
4-month lag,AMJJ,385,4,0.25
4-month lag,AMJJ,386,4,0.0
4-month lag,AMJJ,387,4,0.0
4-month lag,AMJJ,388,4,0.25
4-month lag,AMJJ,389,4,0.25
4-month lag,AMJJ,390,4,0.25
4-month lag,AMJJ,391,4,0.25
4-month lag,AMJJ,392,4,0.0
4-month lag,AMJJ,393,4,0.25
4-month lag,AMJJ,394,4,0.0
4-month lag,AMJJ,395,4,0.25
4-month lag,AMJJ,396,4,0.25
4-month lag,AMJJ,397,4,0.5
4-month lag,AMJJ,398,4,0.5
4-month lag,AMJJ,399,4,0.0
4-month lag,AMJJ,400,4,0.25
4-month lag,AMJJ,401,4,0.25
4-month lag,AMJJ,402,4,0.25
4-month lag,AMJJ,403,4,0.0
4-month lag,AMJJ,404,4,0.25
4-month lag,AMJJ,405,4,0.25
4-month lag,AMJJ,406,4,0.5
4-month lag,AMJJ,407,4,0.25
4-month lag,AMJJ,408,4,0.0
4-month lag,AMJJ,409,4,0.0
4-month lag,AMJJ,410,4,0.25
4-month lag,AMJJ,411,4,0.25
4-month lag,AMJJ,412,4,0.0
4-month lag,AMJJ,413,4,0.75
4-month lag,AMJJ,414,4,0.0
4-month lag,AMJJ,415,4,0.25
4-month lag,AMJJ,416,4,0.25
4-month lag,AMJJ,417,4,0.0
4-month lag,AMJJ,418,4,0.0
4-month lag,AMJJ,419,4,0.25
4-month lag,AMJJ,420,4,0.0
4-month lag,AMJJ,421,4,0.5
4-month lag,AMJJ,422,4,0.0
4-month lag,AMJJ,423,4,0.25
4-month lag,AMJJ,424,4,0.25
4-month lag,AMJJ,425,4,0.0
4-month lag,AMJJ,426,4,0.25
4-month lag,AMJJ,427,4,0.5
4-month lag,AMJJ,428,4,0.25
4-month lag,AMJJ,429,4,0.5
4-month lag,AMJJ,430,4,0.0
4-month lag,AMJJ,431,4,0.25
4-month lag,AMJJ,432,4,0.0
4-month lag,AMJJ,433,4,0.0
4-month lag,AMJJ,434,4,0.0
4-month lag,AMJJ,435,4,0.25
4-month lag,AMJJ,436,4,0.25
4-month lag,AMJJ,437,4,0.25
4-month lag,AMJJ,438,4,0.0
4-month lag,AMJJ,439,4,0.25
4-month lag,AMJJ,440,4,0.25
4-month lag,AMJJ,441,4,0.25
4-month lag,AMJJ,442,4,0.25
4-month lag,AMJJ,443,4,0.25
4-month lag,AMJJ,444,4,0.0
4-month lag,AMJJ,445,4,0.0
4-month lag,AMJJ,446,4,0.5
4-month lag,AMJJ,447,4,0.0
4-month lag,AMJJ,448,4,0.0
4-month lag,AMJJ,449,4,0.25
4-month lag,AMJJ,450,4,0.25
4-month lag,AMJJ,451,4,0.5
4-month lag,AMJJ,452,4,0.5
4-month lag,AMJJ,453,4,0.0
4-month lag,AMJJ,454,4,0.25
4-month lag,AMJJ,455,4,0.25
4-month lag,AMJJ,456,4,0.25
4-month lag,AMJJ,457,4,0.25
4-month lag,AMJJ,458,4,0.75
4-month lag,AMJJ,459,4,0.25
4-month lag,AMJJ,460,4,0.25
4-month lag,AMJJ,461,4,0.25
4-month lag,AMJJ,462,4,0.0
4-month lag,AMJJ,463,4,0.25
4-month lag,AMJJ,464,4,0.0
4-month lag,AMJJ,465,4,0.0
4-month lag,AMJJ,466,4,0.0
4-month lag,AMJJ,467,4,0.75
4-month lag,AMJJ,468,4,0.75
4-month lag,AMJJ,469,4,0.25
4-month lag,AMJJ,470,4,0.25
4-month lag,AMJJ,471,4,0.0
4-month lag,AMJJ,472,4,0.0
4-month lag,AMJJ,473,4,0.0
4-month lag,AMJJ,474,4,0.25
4-month lag,AMJJ,475,4,0.0
4-month lag,AMJJ,476,4,0.25
4-month lag,AMJJ,477,4,0.0
4-month lag,AMJJ,478,4,0.25
4-month lag,AMJJ,479,4,0.0
4-month lag,AMJJ,480,4,0.0
4-month lag,AMJJ,481,4,0.5
4-month lag,AMJJ,482,4,0.5
4-month lag,AMJJ,483,4,0.25
4-month lag,AMJJ,484,4,0.25
4-month lag,AMJJ,485,4,0.25
4-month lag,AMJJ,486,4,0.25
4-month lag,AMJJ,487,4,0.25
4-month lag,AMJJ,488,4,0.25
4-month lag,AMJJ,489,4,0.25
4-month lag,AMJJ,490,4,0.25
4-month lag,AMJJ,491,4,0.25
4-month lag,AMJJ,492,4,0.5
4-month lag,AMJJ,493,4,0.25
4-month lag,AMJJ,494,4,0.25
4-month lag,AMJJ,495,4,0.25
4-month lag,AMJJ,496,4,0.5
4-month lag,AMJJ,497,4,0.0
4-month lag,AMJJ,498,4,0.25
4-month lag,AMJJ,499,4,0.0
4-month lag,AMJJ,500,4,0.25
4-month lag,AMJJ,501,4,0.0
4-month lag,AMJJ,502,4,0.25
4-month lag,AMJJ,503,4,0.25
4-month lag,AMJJ,504,4,0.25
4-month lag,AMJJ,505,4,0.25
4-month lag,AMJJ,506,4,0.25
4-month lag,AMJJ,507,4,0.0
4-month lag,AMJJ,508,4,0.0
4-month lag,AMJJ,509,4,0.25
4-month lag,AMJJ,510,4,0.0
4-month lag,AMJJ,511,4,0.25
4-month lag,AMJJ,512,4,0.5
4-month lag,AMJJ,513,4,0.5
4-month lag,AMJJ,514,4,0.0
4-month lag,AMJJ,515,4,0.5
4-month lag,AMJJ,516,4,0.0
4-month lag,AMJJ,517,4,0.25
4-month lag,AMJJ,518,4,0.25
4-month lag,AMJJ,519,4,0.25
4-month lag,AMJJ,520,4,0.25
4-month lag,AMJJ,521,4,0.25
4-month lag,AMJJ,522,4,0.25
4-month lag,AMJJ,523,4,0.25
4-month lag,AMJJ,524,4,0.25
4-month lag,AMJJ,525,4,0.5
4-month lag,AMJJ,526,4,0.5
4-month lag,AMJJ,527,4,0.25
4-month lag,AMJJ,528,4,0.5
4-month lag,AMJJ,529,4,0.5
4-month lag,AMJJ,530,4,0.5
4-month lag,AMJJ,531,4,0.5
4-month lag,AMJJ,532,4,0.25
4-month lag,AMJJ,533,4,0.25
4-month lag,AMJJ,534,4,0.5
4-month lag,AMJJ,535,4,0.5
4-month lag,AMJJ,536,4,0.75
4-month lag,AMJJ,537,4,0.25
4-month lag,AMJJ,538,4,0.5
4-month lag,AMJJ,539,4,0.0
4-month lag,AMJJ,540,4,0.25
4-month lag,AMJJ,541,4,0.5
4-month lag,AMJJ,542,4,0.25
4-month lag,AMJJ,543,4,0.25
4-month lag,AMJJ,544,4,0.5
4-month lag,AMJJ,545,4,0.5
4-month lag,AMJJ,546,4,0.25
4-month lag,AMJJ,547,4,0.75
4-month lag,AMJJ,548,4,0.25
4-month lag,AMJJ,549,4,0.25
4-month lag,AMJJ,550,4,0.25
4-month lag,AMJJ,551,4,0.25
4-month lag,AMJJ,552,4,0.25
4-month lag,AMJJ,553,4,0.5
4-month lag,AMJJ,554,4,0.25
4-month lag,AMJJ,555,4,0.25
4-month lag,AMJJ,556,4,0.0
4-month lag,AMJJ,557,4,0.5
4-month lag,AMJJ,558,4,0.0
4-month lag,AMJJ,559,4,0.0
4-month lag,AMJJ,560,4,0.25
4-month lag,AMJJ,561,4,0.5
4-month lag,AMJJ,562,4,0.0
4-month lag,AMJJ,563,4,0.0
4-month lag,AMJJ,564,4,0.0
4-month lag,AMJJ,565,4,0.0
4-month lag,AMJJ,566,4,0.0
4-month lag,AMJJ,567,4,0.25
4-month lag,AMJJ,568,4,0.5
4-month lag,AMJJ,569,4,0.25
4-month lag,AMJJ,570,4,0.5
4-month lag,AMJJ,571,4,0.25
4-month lag,AMJJ,572,4,0.25
4-month lag,AMJJ,573,4,0.5
4-month lag,AMJJ,574,4,0.0
4-month lag,AMJJ,575,4,0.25
4-month lag,AMJJ,576,4,0.0
4-month lag,AMJJ,577,4,0.25
4-month lag,AMJJ,578,4,0.5
4-month lag,AMJJ,579,4,0.0
4-month lag,AMJJ,580,4,0.25
4-month lag,AMJJ,581,4,0.0
4-month lag,AMJJ,582,4,0.25
4-month lag,AMJJ,583,4,0.0
4-month lag,AMJJ,584,4,0.0
4-month lag,AMJJ,585,4,0.25
4-month lag,AMJJ,586,4,0.25
4-month lag,AMJJ,587,4,0.25
4-month lag,AMJJ,588,4,0.25
4-month lag,AMJJ,589,4,0.0
4-month lag,AMJJ,590,4,0.5
4-month lag,AMJJ,591,4,0.0
4-month lag,AMJJ,592,4,0.25
4-month lag,AMJJ,593,4,0.25
4-month lag,AMJJ,594,4,0.0
4-month lag,AMJJ,595,4,0.25
4-month lag,AMJJ,596,4,0.25
4-month lag,AMJJ,597,4,0.0
4-month lag,AMJJ,598,4,0.25
4-month lag,AMJJ,599,4,0.25
4-month lag,AMJJ,600,4,0.0
4-month lag,AMJJ,601,4,0.25
4-month lag,AMJJ,602,4,0.25
4-month lag,AMJJ,603,4,0.25
4-month lag,AMJJ,604,4,0.0
4-month lag,AMJJ,605,4,0.25
4-month lag,AMJJ,606,4,0.25
4-month lag,AMJJ,607,4,0.25
4-month lag,AMJJ,608,4,0.0
4-month lag,AMJJ,609,4,0.25
4-month lag,AMJJ,610,4,0.25
4-month lag,AMJJ,611,4,0.25
4-month lag,AMJJ,612,4,0.25
4-month lag,AMJJ,613,4,0.25
4-month lag,AMJJ,614,4,0.0
4-month lag,AMJJ,615,4,0.0
4-month lag,AMJJ,616,4,0.25
4-month lag,AMJJ,617,4,0.25
4-month lag,AMJJ,618,4,0.25
4-month lag,AMJJ,619,4,0.25
4-month lag,AMJJ,620,4,0.25
4-month lag,AMJJ,621,4,0.25
4-month lag,AMJJ,622,4,0.0
4-month lag,AMJJ,623,4,0.25
4-month lag,AMJJ,624,4,0.5
4-month lag,AMJJ,625,4,0.25
4-month lag,AMJJ,626,4,0.5
4-month lag,AMJJ,627,4,0.25
4-month lag,AMJJ,628,4,0.0
4-month lag,AMJJ,629,4,0.5
4-month lag,AMJJ,630,4,0.25
4-month lag,AMJJ,631,4,0.25
4-month lag,AMJJ,632,4,0.25
4-month lag,AMJJ,633,4,0.0
4-month lag,AMJJ,634,4,0.25
4-month lag,AMJJ,635,4,0.25
4-month lag,AMJJ,636,4,0.25
4-month lag,AMJJ,637,4,0.25
4-month lag,AMJJ,638,4,0.25
4-month lag,AMJJ,639,4,0.5
4-month lag,AMJJ,640,4,0.25
4-month lag,AMJJ,641,4,0.25
4-month lag,AMJJ,642,4,0.25
4-month lag,AMJJ,643,4,0.5
4-month lag,AMJJ,644,4,0.5
4-month lag,AMJJ,645,4,0.25
4-month lag,AMJJ,646,4,0.5
4-month lag,AMJJ,647,4,0.5
4-month lag,AMJJ,648,4,0.25
4-month lag,AMJJ,649,4,0.25
4-month lag,AMJJ,650,4,0.25
4-month lag,AMJJ,651,4,0.75
4-month lag,AMJJ,652,4,0.75
4-month lag,AMJJ,653,4,0.25
4-month lag,AMJJ,654,4,0.25
4-month lag,AMJJ,655,4,0.5
4-month lag,AMJJ,656,4,0.25
4-month lag,AMJJ,657,4,0.25
4-month lag,AMJJ,658,4,0.25
4-month lag,AMJJ,659,4,0.25
4-month lag,AMJJ,660,4,0.5
4-month lag,AMJJ,661,4,0.25
