forecasting_horizon,season,uid,n,err_rate
4-month lag,AMJJ,265,1,1.0
4-month lag,AMJJ,266,1,1.0
4-month lag,AMJJ,267,2,0.5
4-month lag,AMJJ,268,1,1.0
4-month lag,AMJJ,270,1,1.0
4-month lag,AMJJ,271,1,1.0
4-month lag,AMJJ,272,1,1.0
4-month lag,AMJJ,273,1,1.0
4-month lag,AMJJ,274,2,0.5
4-month lag,AMJJ,275,2,0.0
4-month lag,AMJJ,276,2,0.5
4-month lag,AMJJ,277,2,0.0
4-month lag,AMJJ,280,1,1.0
4-month lag,AMJJ,287,1,1.0
4-month lag,AMJJ,288,3,0.3333333333333333
4-month lag,AMJJ,289,2,0.5
4-month lag,AMJJ,290,2,0.5
4-month lag,AMJJ,291,2,0.0
4-month lag,AMJJ,292,3,0.3333333333333333
4-month lag,AMJJ,293,2,0.0
4-month lag,AMJJ,294,2,0.0
4-month lag,AMJJ,295,2,0.5
4-month lag,AMJJ,296,2,0.5
4-month lag,AMJJ,297,3,0.3333333333333333
4-month lag,AMJJ,298,2,0.0
4-month lag,AMJJ,299,3,0.0
4-month lag,AMJJ,300,3,0.6666666666666666
4-month lag,AMJJ,301,3,0.0
4-month lag,AMJJ,302,3,0.0
4-month lag,AMJJ,303,2,0.5
4-month lag,AMJJ,304,2,0.5
4-month lag,AMJJ,305,2,0.5
4-month lag,AMJJ,306,3,0.0
4-month lag,AMJJ,307,2,0.5
4-month lag,AMJJ,308,2,0.5
4-month lag,AMJJ,309,2,0.5
4-month lag,AMJJ,310,2,0.5
4-month lag,AMJJ,311,2,0.5
4-month lag,AMJJ,312,2,0.5
4-month lag,AMJJ,313,3,0.0
4-month lag,AMJJ,314,3,0.3333333333333333
4-month lag,AMJJ,315,3,0.0
4-month lag,AMJJ,316,3,0.0
4-month lag,AMJJ,317,3,0.3333333333333333
4-month lag,AMJJ,318,3,0.0
4-month lag,AMJJ,319,3,0.0
4-month lag,AMJJ,320,2,1.0
4-month lag,AMJJ,321,3,0.0
4-month lag,AMJJ,322,3,0.0
4-month lag,AMJJ,323,2,1.0
4-month lag,AMJJ,324,3,0.0
4-month lag,AMJJ,325,3,0.0
4-month lag,AMJJ,326,2,0.0
4-month lag,AMJJ,327,3,0.0
4-month lag,AMJJ,328,3,0.0
4-month lag,AMJJ,329,2,0.0
4-month lag,AMJJ,330,2,1.0
4-month lag,AMJJ,331,2,0.0
4-month lag,AMJJ,332,2,1.0
4-month lag,AMJJ,333,2,1.0
4-month lag,AMJJ,334,3,0.0
4-month lag,AMJJ,335,3,0.0
4-month lag,AMJJ,336,3,0.0
4-month lag,AMJJ,337,3,0.0
4-month lag,AMJJ,338,2,0.0
4-month lag,AMJJ,339,2,1.0
4-month lag,AMJJ,340,2,0.0
4-month lag,AMJJ,341,3,0.0
4-month lag,AMJJ,342,3,0.0
4-month lag,AMJJ,343,2,0.0
4-month lag,AMJJ,344,3,0.0
4-month lag,AMJJ,345,2,0.5
4-month lag,AMJJ,346,2,1.0
4-month lag,AMJJ,347,3,0.0
4-month lag,AMJJ,348,2,1.0
4-month lag,AMJJ,349,3,0.3333333333333333
4-month lag,AMJJ,350,2,1.0
4-month lag,AMJJ,351,3,0.0
4-month lag,AMJJ,352,3,0.0
4-month lag,AMJJ,353,3,0.3333333333333333
4-month lag,AMJJ,357,2,0.0
4-month lag,AMJJ,358,2,0.0
4-month lag,AMJJ,359,3,0.0
4-month lag,AMJJ,360,3,0.3333333333333333
4-month lag,AMJJ,361,3,0.0
4-month lag,AMJJ,362,3,0.3333333333333333
4-month lag,AMJJ,363,3,0.3333333333333333
4-month lag,AMJJ,364,3,0.3333333333333333
4-month lag,AMJJ,365,3,0.0
4-month lag,AMJJ,366,3,0.0
4-month lag,AMJJ,367,3,0.0
4-month lag,AMJJ,368,3,0.0
4-month lag,AMJJ,369,3,0.0
4-month lag,AMJJ,370,3,0.0
4-month lag,AMJJ,371,2,0.0
4-month lag,AMJJ,372,1,0.0
4-month lag,AMJJ,373,1,0.0
4-month lag,AMJJ,374,1,0.0
4-month lag,AMJJ,375,2,0.0
4-month lag,AMJJ,376,1,0.0
4-month lag,AMJJ,377,2,0.0
4-month lag,AMJJ,378,2,0.0
4-month lag,AMJJ,379,2,0.5
4-month lag,AMJJ,380,2,0.0
4-month lag,AMJJ,381,2,0.0
4-month lag,AMJJ,382,1,0.0
4-month lag,AMJJ,383,2,0.0
4-month lag,AMJJ,384,1,0.0
4-month lag,AMJJ,385,2,0.0
4-month lag,AMJJ,386,3,0.0
4-month lag,AMJJ,387,3,0.0
4-month lag,AMJJ,388,2,0.0
4-month lag,AMJJ,389,2,0.0
4-month lag,AMJJ,390,2,0.0
4-month lag,AMJJ,391,2,0.0
4-month lag,AMJJ,392,3,0.0
4-month lag,AMJJ,393,3,0.0
4-month lag,AMJJ,394,3,0.0
4-month lag,AMJJ,395,2,0.0
4-month lag,AMJJ,396,3,0.0
4-month lag,AMJJ,397,1,0.0
4-month lag,AMJJ,398,1,0.0
4-month lag,AMJJ,399,3,0.0
4-month lag,AMJJ,400,2,0.0
4-month lag,AMJJ,401,2,0.0
4-month lag,AMJJ,402,2,0.0
4-month lag,AMJJ,403,3,0.0
4-month lag,AMJJ,404,2,0.0
4-month lag,AMJJ,405,2,0.0
4-month lag,AMJJ,406,1,0.0
4-month lag,AMJJ,407,2,0.0
4-month lag,AMJJ,410,2,0.0
4-month lag,AMJJ,411,2,0.0
4-month lag,AMJJ,412,3,0.0
4-month lag,AMJJ,413,2,1.0
4-month lag,AMJJ,414,3,0.0
4-month lag,AMJJ,415,2,0.0
4-month lag,AMJJ,416,2,0.0
4-month lag,AMJJ,417,3,0.0
4-month lag,AMJJ,418,3,0.0
4-month lag,AMJJ,419,1,0.0
4-month lag,AMJJ,420,3,0.0
4-month lag,AMJJ,421,1,0.0
4-month lag,AMJJ,422,3,0.0
4-month lag,AMJJ,423,3,0.0
4-month lag,AMJJ,424,1,0.0
4-month lag,AMJJ,426,2,0.0
4-month lag,AMJJ,427,1,0.0
4-month lag,AMJJ,428,2,0.0
4-month lag,AMJJ,429,1,0.0
4-month lag,AMJJ,431,1,1.0
4-month lag,AMJJ,432,3,0.0
4-month lag,AMJJ,435,2,0.0
4-month lag,AMJJ,436,2,0.0
4-month lag,AMJJ,437,3,0.0
4-month lag,AMJJ,439,1,1.0
4-month lag,AMJJ,440,2,0.0
4-month lag,AMJJ,441,2,0.0
4-month lag,AMJJ,442,2,0.0
4-month lag,AMJJ,443,1,0.0
4-month lag,AMJJ,445,3,0.0
4-month lag,AMJJ,446,1,0.0
4-month lag,AMJJ,448,3,0.0
4-month lag,AMJJ,449,2,0.0
4-month lag,AMJJ,450,2,0.0
4-month lag,AMJJ,451,1,1.0
4-month lag,AMJJ,452,2,1.0
4-month lag,AMJJ,454,2,0.0
4-month lag,AMJJ,455,2,0.0
4-month lag,AMJJ,456,2,0.0
4-month lag,AMJJ,457,1,0.0
4-month lag,AMJJ,458,2,1.0
4-month lag,AMJJ,459,2,0.0
4-month lag,AMJJ,460,2,0.0
4-month lag,AMJJ,461,2,0.0
4-month lag,AMJJ,463,2,0.5
4-month lag,AMJJ,467,1,1.0
4-month lag,AMJJ,468,1,1.0
4-month lag,AMJJ,469,1,0.0
4-month lag,AMJJ,470,1,1.0
4-month lag,AMJJ,471,3,0.0
4-month lag,AMJJ,472,3,0.0
4-month lag,AMJJ,473,3,0.0
4-month lag,AMJJ,474,2,0.0
4-month lag,AMJJ,475,3,0.0
4-month lag,AMJJ,476,3,0.0
4-month lag,AMJJ,477,3,0.0
4-month lag,AMJJ,478,2,0.0
4-month lag,AMJJ,479,1,0.0
4-month lag,AMJJ,480,3,0.0
4-month lag,AMJJ,481,2,0.0
4-month lag,AMJJ,482,1,0.0
4-month lag,AMJJ,483,2,0.0
4-month lag,AMJJ,484,1,0.0
4-month lag,AMJJ,485,2,0.0
4-month lag,AMJJ,486,2,0.0
4-month lag,AMJJ,487,2,0.0
4-month lag,AMJJ,488,2,0.0
4-month lag,AMJJ,489,2,0.0
4-month lag,AMJJ,490,2,0.0
4-month lag,AMJJ,491,2,0.0
4-month lag,AMJJ,492,1,0.0
4-month lag,AMJJ,493,2,0.0
4-month lag,AMJJ,494,2,0.0
4-month lag,AMJJ,495,2,0.0
4-month lag,AMJJ,496,1,0.0
4-month lag,AMJJ,497,3,0.0
4-month lag,AMJJ,498,2,0.0
4-month lag,AMJJ,499,3,0.0
4-month lag,AMJJ,500,2,0.0
4-month lag,AMJJ,502,2,0.0
4-month lag,AMJJ,503,1,1.0
4-month lag,AMJJ,504,3,0.0
4-month lag,AMJJ,505,3,0.0
4-month lag,AMJJ,506,2,0.0
4-month lag,AMJJ,507,3,0.0
4-month lag,AMJJ,509,2,0.0
4-month lag,AMJJ,511,2,0.0
4-month lag,AMJJ,512,1,0.0
4-month lag,AMJJ,513,1,0.0
4-month lag,AMJJ,517,2,0.0
4-month lag,AMJJ,518,2,0.0
4-month lag,AMJJ,519,1,1.0
4-month lag,AMJJ,520,2,0.0
4-month lag,AMJJ,521,2,0.0
4-month lag,AMJJ,522,2,0.0
4-month lag,AMJJ,523,2,0.0
4-month lag,AMJJ,524,2,0.0
4-month lag,AMJJ,525,1,0.0
4-month lag,AMJJ,526,1,0.0
4-month lag,AMJJ,527,2,0.0
4-month lag,AMJJ,528,1,0.0
4-month lag,AMJJ,529,1,0.0
4-month lag,AMJJ,530,1,0.0
4-month lag,AMJJ,531,1,0.0
4-month lag,AMJJ,532,2,0.0
4-month lag,AMJJ,533,1,1.0
4-month lag,AMJJ,534,2,1.0
4-month lag,AMJJ,535,1,0.0
4-month lag,AMJJ,536,2,1.0
4-month lag,AMJJ,537,2,0.0
4-month lag,AMJJ,538,1,0.0
4-month lag,AMJJ,540,2,0.0
4-month lag,AMJJ,541,1,0.0
4-month lag,AMJJ,542,1,1.0
4-month lag,AMJJ,543,1,0.0
4-month lag,AMJJ,544,1,0.0
4-month lag,AMJJ,545,1,0.0
4-month lag,AMJJ,546,1,1.0
4-month lag,AMJJ,547,1,1.0
4-month lag,AMJJ,548,2,0.0
4-month lag,AMJJ,549,2,0.0
4-month lag,AMJJ,550,2,0.0
4-month lag,AMJJ,551,2,0.0
4-month lag,AMJJ,552,2,0.0
4-month lag,AMJJ,553,1,0.0
4-month lag,AMJJ,554,2,0.0
4-month lag,AMJJ,555,2,0.0
4-month lag,AMJJ,556,3,0.0
4-month lag,AMJJ,559,3,0.0
4-month lag,AMJJ,561,1,0.0
4-month lag,AMJJ,564,3,0.0
4-month lag,AMJJ,565,1,0.0
4-month lag,AMJJ,566,3,0.0
4-month lag,AMJJ,567,2,0.0
4-month lag,AMJJ,568,1,0.0
4-month lag,AMJJ,569,2,0.0
4-month lag,AMJJ,571,2,0.0
4-month lag,AMJJ,572,1,0.0
4-month lag,AMJJ,573,1,0.0
4-month lag,AMJJ,574,1,0.0
4-month lag,AMJJ,577,2,0.0
4-month lag,AMJJ,578,1,0.0
4-month lag,AMJJ,579,3,0.0
4-month lag,AMJJ,580,1,1.0
4-month lag,AMJJ,581,3,0.0
4-month lag,AMJJ,582,2,0.0
4-month lag,AMJJ,584,3,0.0
4-month lag,AMJJ,585,2,0.0
4-month lag,AMJJ,586,2,0.0
4-month lag,AMJJ,587,3,0.0
4-month lag,AMJJ,588,2,0.0
4-month lag,AMJJ,589,3,0.0
4-month lag,AMJJ,590,1,0.0
4-month lag,AMJJ,591,3,0.0
4-month lag,AMJJ,592,2,0.0
4-month lag,AMJJ,593,2,0.0
4-month lag,AMJJ,594,3,0.0
4-month lag,AMJJ,595,1,1.0
4-month lag,AMJJ,596,2,0.0
4-month lag,AMJJ,598,2,0.0
4-month lag,AMJJ,599,2,0.0
4-month lag,AMJJ,600,3,0.0
4-month lag,AMJJ,601,2,0.0
4-month lag,AMJJ,602,2,0.0
4-month lag,AMJJ,604,3,0.0
4-month lag,AMJJ,605,2,0.0
4-month lag,AMJJ,606,2,0.0
4-month lag,AMJJ,607,2,0.0
4-month lag,AMJJ,608,3,0.0
4-month lag,AMJJ,609,2,0.0
4-month lag,AMJJ,610,2,0.0
4-month lag,AMJJ,611,2,0.0
4-month lag,AMJJ,612,2,0.0
4-month lag,AMJJ,613,1,1.0
4-month lag,AMJJ,614,3,0.0
4-month lag,AMJJ,615,3,0.0
4-month lag,AMJJ,616,2,0.0
4-month lag,AMJJ,617,2,0.0
4-month lag,AMJJ,618,2,0.0
4-month lag,AMJJ,619,2,0.0
4-month lag,AMJJ,620,3,0.0
4-month lag,AMJJ,621,2,0.0
4-month lag,AMJJ,622,3,0.0
4-month lag,AMJJ,623,1,0.0
4-month lag,AMJJ,624,1,0.0
4-month lag,AMJJ,625,1,0.0
4-month lag,AMJJ,626,1,0.0
4-month lag,AMJJ,627,2,0.0
4-month lag,AMJJ,628,3,0.0
4-month lag,AMJJ,629,1,0.0
4-month lag,AMJJ,630,2,0.0
4-month lag,AMJJ,631,2,0.0
4-month lag,AMJJ,632,2,0.0
4-month lag,AMJJ,633,3,0.0
4-month lag,AMJJ,634,2,0.0
4-month lag,AMJJ,635,2,0.0
4-month lag,AMJJ,636,1,1.0
4-month lag,AMJJ,637,3,0.0
4-month lag,AMJJ,638,3,0.0
4-month lag,AMJJ,639,1,1.0
4-month lag,AMJJ,640,3,0.0
4-month lag,AMJJ,641,1,1.0
4-month lag,AMJJ,642,2,0.0
4-month lag,AMJJ,643,1,1.0
4-month lag,AMJJ,644,2,0.0
4-month lag,AMJJ,645,1,1.0
4-month lag,AMJJ,646,1,0.0
4-month lag,AMJJ,647,1,1.0
4-month lag,AMJJ,648,2,0.0
4-month lag,AMJJ,649,2,0.0
4-month lag,AMJJ,650,2,0.0
4-month lag,AMJJ,652,1,1.0
4-month lag,AMJJ,653,2,0.0
4-month lag,AMJJ,654,1,1.0
4-month lag,AMJJ,655,1,1.0
4-month lag,AMJJ,656,1,0.0
4-month lag,AMJJ,657,1,0.0
4-month lag,AMJJ,658,2,0.0
4-month lag,AMJJ,659,1,1.0
4-month lag,AMJJ,660,1,0.0
4-month lag,AMJJ,661,2,0.0
4-month lag,AMJJ,662,2,0.0
4-month lag,AMJJ,663,1,0.0
4-month lag,AMJJ,664,2,0.0
4-month lag,AMJJ,665,1,0.0
4-month lag,AMJJ,666,1,0.0
4-month lag,AMJJ,667,2,0.0
4-month lag,AMJJ,668,1,0.0
4-month lag,AMJJ,669,2,0.0
4-month lag,AMJJ,670,1,0.0
4-month lag,AMJJ,671,1,0.0
4-month lag,AMJJ,673,2,0.0
4-month lag,AMJJ,674,1,0.0
4-month lag,AMJJ,675,1,0.0
4-month lag,AMJJ,676,1,1.0
4-month lag,AMJJ,677,1,0.0
4-month lag,AMJJ,678,1,0.0
4-month lag,AMJJ,679,1,0.0
4-month lag,AMJJ,680,2,0.0
4-month lag,AMJJ,681,1,0.0
4-month lag,AMJJ,682,1,0.0
4-month lag,AMJJ,683,1,1.0
4-month lag,AMJJ,684,2,0.5
4-month lag,AMJJ,685,1,1.0
4-month lag,AMJJ,686,2,0.0
4-month lag,AMJJ,687,2,0.0
4-month lag,AMJJ,688,1,1.0
4-month lag,AMJJ,689,1,0.0
4-month lag,AMJJ,690,1,1.0
4-month lag,AMJJ,691,2,0.0
4-month lag,AMJJ,692,1,0.0
4-month lag,AMJJ,693,1,1.0
4-month lag,AMJJ,694,1,0.0
4-month lag,AMJJ,695,1,0.0
4-month lag,AMJJ,696,2,0.0
4-month lag,AMJJ,697,1,0.0
4-month lag,AMJJ,698,1,0.0
4-month lag,AMJJ,699,2,0.5
4-month lag,AMJJ,700,1,0.0
4-month lag,AMJJ,701,2,0.5
4-month lag,AMJJ,702,1,1.0
4-month lag,AMJJ,703,1,1.0
4-month lag,AMJJ,704,1,0.0
4-month lag,AMJJ,705,2,0.0
4-month lag,AMJJ,706,2,0.0
4-month lag,AMJJ,707,1,0.0
4-month lag,AMJJ,708,1,0.0
4-month lag,AMJJ,709,1,1.0
4-month lag,AMJJ,710,1,1.0
4-month lag,AMJJ,711,1,1.0
4-month lag,AMJJ,712,1,0.0
4-month lag,AMJJ,713,1,0.0
4-month lag,AMJJ,714,2,0.0
4-month lag,AMJJ,715,2,0.0
4-month lag,AMJJ,716,1,1.0
4-month lag,AMJJ,717,1,1.0
4-month lag,AMJJ,718,2,0.0
4-month lag,AMJJ,719,1,0.0
4-month lag,AMJJ,720,2,0.0
4-month lag,AMJJ,721,2,0.0
4-month lag,AMJJ,722,1,0.0
4-month lag,AMJJ,723,2,0.0
4-month lag,AMJJ,724,1,1.0
4-month lag,AMJJ,725,1,0.0
4-month lag,AMJJ,726,2,0.0
4-month lag,AMJJ,727,2,0.0
4-month lag,AMJJ,729,1,0.0
4-month lag,AMJJ,730,1,0.0
4-month lag,AMJJ,731,2,0.0
4-month lag,AMJJ,732,3,0.0
4-month lag,AMJJ,733,4,0.0
4-month lag,AMJJ,734,3,0.0
4-month lag,AMJJ,735,4,0.0
4-month lag,AMJJ,736,1,1.0
4-month lag,AMJJ,737,1,1.0
4-month lag,AMJJ,738,4,0.0
4-month lag,AMJJ,742,4,0.0
4-month lag,AMJJ,743,4,0.0
4-month lag,AMJJ,745,1,1.0
4-month lag,AMJJ,749,4,0.0
4-month lag,AMJJ,750,1,1.0
4-month lag,AMJJ,753,4,0.0
4-month lag,AMJJ,755,4,0.0
4-month lag,AMJJ,756,4,0.0
4-month lag,AMJJ,757,4,0.0
4-month lag,AMJJ,758,4,0.0
4-month lag,AMJJ,759,4,0.0
4-month lag,AMJJ,760,3,0.0
4-month lag,AMJJ,761,4,0.0
4-month lag,AMJJ,762,4,0.0
4-month lag,AMJJ,763,4,0.0
4-month lag,AMJJ,764,4,0.0
4-month lag,AMJJ,765,4,0.0
4-month lag,AMJJ,766,4,0.0
4-month lag,AMJJ,767,4,0.0
4-month lag,AMJJ,768,4,0.0
4-month lag,AMJJ,769,4,0.0
4-month lag,AMJJ,770,3,0.0
4-month lag,AMJJ,771,3,0.0
4-month lag,AMJJ,772,4,0.0
4-month lag,AMJJ,773,4,0.0
4-month lag,AMJJ,774,4,0.0
4-month lag,AMJJ,775,4,0.0
4-month lag,AMJJ,776,3,0.0
4-month lag,AMJJ,777,2,0.0
4-month lag,AMJJ,778,1,0.0
4-month lag,AMJJ,779,4,0.0
4-month lag,AMJJ,780,2,0.0
4-month lag,AMJJ,781,4,0.0
4-month lag,AMJJ,782,4,0.0
4-month lag,AMJJ,783,4,0.0
4-month lag,AMJJ,784,4,0.0
4-month lag,AMJJ,785,4,0.0
4-month lag,AMJJ,786,4,0.0
4-month lag,AMJJ,787,4,0.0
4-month lag,AMJJ,788,4,0.0
4-month lag,AMJJ,789,4,0.0
4-month lag,AMJJ,790,3,0.0
4-month lag,AMJJ,791,4,0.0
4-month lag,AMJJ,792,4,0.0
4-month lag,AMJJ,793,4,0.0
4-month lag,AMJJ,794,4,0.0
4-month lag,AMJJ,795,1,0.0
4-month lag,AMJJ,796,4,0.0
4-month lag,AMJJ,797,4,0.0
4-month lag,AMJJ,798,4,0.0
4-month lag,AMJJ,799,4,0.0
4-month lag,AMJJ,800,1,0.0
4-month lag,AMJJ,801,2,0.0
4-month lag,AMJJ,802,4,0.0
4-month lag,AMJJ,803,4,0.0
4-month lag,AMJJ,804,4,0.0
4-month lag,AMJJ,805,4,0.0
4-month lag,AMJJ,811,1,1.0
4-month lag,AMJJ,813,4,0.0
4-month lag,AMJJ,814,4,0.0
4-month lag,AMJJ,815,4,0.0
4-month lag,AMJJ,816,4,0.0
4-month lag,AMJJ,817,4,0.0
4-month lag,AMJJ,818,4,0.0
4-month lag,AMJJ,819,4,0.0
4-month lag,AMJJ,820,4,0.0
4-month lag,AMJJ,821,4,0.0
4-month lag,AMJJ,822,4,0.0
4-month lag,AMJJ,823,4,0.0
4-month lag,AMJJ,824,4,0.0
4-month lag,AMJJ,825,3,0.0
4-month lag,AMJJ,826,4,0.0
4-month lag,AMJJ,827,4,0.0
4-month lag,AMJJ,828,1,0.0
4-month lag,AMJJ,830,4,0.0
4-month lag,AMJJ,831,4,0.0
4-month lag,AMJJ,832,2,0.0
4-month lag,AMJJ,833,4,0.0
4-month lag,AMJJ,834,4,0.0
4-month lag,AMJJ,835,4,0.0
4-month lag,AMJJ,836,4,0.0
4-month lag,AMJJ,838,4,0.0
4-month lag,AMJJ,839,4,0.0
4-month lag,AMJJ,841,4,0.0
4-month lag,AMJJ,842,4,0.0
4-month lag,AMJJ,843,4,0.0
4-month lag,AMJJ,844,4,0.0
4-month lag,AMJJ,845,4,0.0
4-month lag,AMJJ,846,4,0.0
4-month lag,AMJJ,847,4,0.0
4-month lag,AMJJ,848,4,0.0
4-month lag,AMJJ,849,3,0.3333333333333333
4-month lag,AMJJ,850,4,0.0
4-month lag,AMJJ,851,4,0.0
4-month lag,AMJJ,852,4,0.0
4-month lag,AMJJ,853,4,0.0
4-month lag,AMJJ,854,3,0.0
4-month lag,AMJJ,855,4,0.0
4-month lag,AMJJ,856,3,0.6666666666666666
4-month lag,AMJJ,858,4,0.0
4-month lag,AMJJ,860,2,0.5
