forecasting_horizon,season,uid,n,err_rate
4-month horizon,AMJJ,134,4,0.0
4-month horizon,AMJJ,135,4,0.0
4-month horizon,AMJJ,136,4,0.0
4-month horizon,AMJJ,137,4,0.0
4-month horizon,AMJJ,138,4,0.0
4-month horizon,AMJJ,139,4,0.0
4-month horizon,AMJJ,140,4,0.0
4-month horizon,AMJJ,141,4,0.0
4-month horizon,AMJJ,142,4,0.0
4-month horizon,AMJJ,143,4,0.25
4-month horizon,AMJJ,144,4,0.0
4-month horizon,AMJJ,145,4,0.0
4-month horizon,AMJJ,146,4,0.0
4-month horizon,AMJJ,147,4,0.0
4-month horizon,AMJJ,148,4,0.0
4-month horizon,AMJJ,149,4,0.0
4-month horizon,AMJJ,150,4,0.0
4-month horizon,AMJJ,151,4,0.25
4-month horizon,AMJJ,152,4,0.0
4-month horizon,AMJJ,153,4,0.0
4-month horizon,AMJJ,154,4,0.0
4-month horizon,AMJJ,155,4,0.0
4-month horizon,AMJJ,156,4,0.0
4-month horizon,AMJJ,157,4,0.0
4-month horizon,AMJJ,158,4,0.0
4-month horizon,AMJJ,159,4,0.0
4-month horizon,AMJJ,160,4,0.25
4-month horizon,AMJJ,161,4,0.5
4-month horizon,AMJJ,162,4,0.0
4-month horizon,AMJJ,163,4,0.0
4-month horizon,AMJJ,164,4,0.5
4-month horizon,AMJJ,165,4,0.5
4-month horizon,AMJJ,166,4,0.5
4-month horizon,AMJJ,167,4,0.5
4-month horizon,AMJJ,168,4,0.5
4-month horizon,AMJJ,169,4,0.5
4-month horizon,AMJJ,170,4,0.75
4-month horizon,AMJJ,171,4,0.75
4-month horizon,AMJJ,172,3,0.3333333333333333
4-month horizon,AMJJ,173,3,0.3333333333333333
4-month horizon,AMJJ,174,3,0.3333333333333333
4-month horizon,AMJJ,175,3,0.6666666666666666
4-month horizon,AMJJ,176,3,0.3333333333333333
4-month horizon,AMJJ,177,3,0.3333333333333333
4-month horizon,AMJJ,178,3,0.6666666666666666
4-month horizon,AMJJ,179,3,0.3333333333333333
4-month horizon,AMJJ,180,3,0.3333333333333333
4-month horizon,AMJJ,181,3,0.3333333333333333
4-month horizon,AMJJ,182,3,0.3333333333333333
4-month horizon,AMJJ,183,3,0.3333333333333333
4-month horizon,AMJJ,184,3,0.3333333333333333
4-month horizon,AMJJ,185,3,0.3333333333333333
4-month horizon,AMJJ,186,3,0.3333333333333333
4-month horizon,AMJJ,187,3,0.3333333333333333
4-month horizon,AMJJ,188,3,1.0
4-month horizon,AMJJ,189,3,0.6666666666666666
4-month horizon,AMJJ,190,3,0.3333333333333333
4-month horizon,AMJJ,191,3,0.3333333333333333
4-month horizon,AMJJ,192,3,0.3333333333333333
4-month horizon,AMJJ,193,3,0.3333333333333333
4-month horizon,AMJJ,194,3,0.3333333333333333
4-month horizon,AMJJ,195,3,0.3333333333333333
4-month horizon,AMJJ,196,3,0.3333333333333333
4-month horizon,AMJJ,197,3,1.0
4-month horizon,AMJJ,198,3,0.3333333333333333
4-month horizon,AMJJ,199,3,0.6666666666666666
4-month horizon,AMJJ,200,3,0.6666666666666666
4-month horizon,AMJJ,201,3,0.6666666666666666
4-month horizon,AMJJ,202,3,0.6666666666666666
4-month horizon,AMJJ,203,3,0.6666666666666666
4-month horizon,AMJJ,204,3,0.6666666666666666
4-month horizon,AMJJ,205,3,0.6666666666666666
4-month horizon,AMJJ,206,3,1.0
4-month horizon,AMJJ,207,3,0.6666666666666666
4-month horizon,AMJJ,208,3,0.6666666666666666
4-month horizon,AMJJ,209,3,0.6666666666666666
4-month horizon,AMJJ,210,3,0.6666666666666666
4-month horizon,AMJJ,211,3,0.3333333333333333
4-month horizon,AMJJ,212,3,0.6666666666666666
4-month horizon,AMJJ,213,3,0.6666666666666666
4-month horizon,AMJJ,214,3,0.3333333333333333
4-month horizon,AMJJ,215,3,0.3333333333333333
4-month horizon,AMJJ,217,3,0.6666666666666666
4-month horizon,AMJJ,218,3,0.6666666666666666
4-month horizon,AMJJ,219,3,0.6666666666666666
4-month horizon,AMJJ,220,3,0.6666666666666666
4-month horizon,AMJJ,221,3,0.6666666666666666
4-month horizon,AMJJ,222,3,0.6666666666666666
4-month horizon,AMJJ,223,3,0.6666666666666666
4-month horizon,AMJJ,224,3,0.6666666666666666
4-month horizon,AMJJ,225,3,0.3333333333333333
4-month horizon,AMJJ,226,3,0.6666666666666666
4-month horizon,AMJJ,227,3,0.6666666666666666
4-month horizon,AMJJ,228,3,0.6666666666666666
4-month horizon,AMJJ,229,3,0.6666666666666666
4-month horizon,AMJJ,230,3,0.6666666666666666
4-month horizon,AMJJ,231,3,0.6666666666666666
4-month horizon,AMJJ,232,3,0.6666666666666666
4-month horizon,AMJJ,233,3,0.6666666666666666
4-month horizon,AMJJ,234,3,1.0
4-month horizon,AMJJ,235,3,0.6666666666666666
4-month horizon,AMJJ,236,3,0.6666666666666666
4-month horizon,AMJJ,237,3,0.6666666666666666
4-month horizon,AMJJ,238,3,0.6666666666666666
4-month horizon,AMJJ,239,3,0.6666666666666666
4-month horizon,AMJJ,240,3,0.6666666666666666
4-month horizon,AMJJ,241,3,0.0
4-month horizon,AMJJ,242,3,0.0
4-month horizon,AMJJ,243,3,0.0
4-month horizon,AMJJ,244,3,0.0
4-month horizon,AMJJ,245,3,0.0
4-month horizon,AMJJ,246,3,0.6666666666666666
4-month horizon,AMJJ,247,3,0.6666666666666666
4-month horizon,AMJJ,248,3,0.6666666666666666
4-month horizon,AMJJ,249,3,0.6666666666666666
4-month horizon,AMJJ,250,3,0.6666666666666666
4-month horizon,AMJJ,251,3,0.6666666666666666
4-month horizon,AMJJ,252,3,0.6666666666666666
4-month horizon,AMJJ,253,3,0.6666666666666666
4-month horizon,AMJJ,254,3,0.6666666666666666
4-month horizon,AMJJ,255,3,0.6666666666666666
4-month horizon,AMJJ,256,3,0.6666666666666666
4-month horizon,AMJJ,257,3,0.6666666666666666
4-month horizon,AMJJ,258,3,0.3333333333333333
4-month horizon,AMJJ,259,3,0.6666666666666666
4-month horizon,AMJJ,260,3,0.6666666666666666
4-month horizon,AMJJ,261,3,0.6666666666666666
4-month horizon,AMJJ,262,3,0.6666666666666666
4-month horizon,AMJJ,263,3,0.6666666666666666
4-month horizon,AMJJ,264,3,0.3333333333333333
4-month horizon,AMJJ,265,3,0.3333333333333333
4-month horizon,AMJJ,266,3,0.3333333333333333
4-month horizon,AMJJ,267,3,0.3333333333333333
4-month horizon,AMJJ,268,3,1.0
4-month horizon,AMJJ,269,3,0.3333333333333333
4-month horizon,AMJJ,270,3,0.3333333333333333
4-month horizon,AMJJ,271,3,0.6666666666666666
4-month horizon,AMJJ,272,3,0.6666666666666666
4-month horizon,AMJJ,273,3,0.3333333333333333
4-month horizon,AMJJ,274,3,0.3333333333333333
4-month horizon,AMJJ,275,3,0.3333333333333333
4-month horizon,AMJJ,276,3,0.6666666666666666
4-month horizon,AMJJ,277,3,0.3333333333333333
4-month horizon,AMJJ,278,3,0.3333333333333333
4-month horizon,AMJJ,279,3,0.3333333333333333
4-month horizon,AMJJ,280,3,0.3333333333333333
4-month horizon,AMJJ,281,3,0.3333333333333333
4-month horizon,AMJJ,282,3,0.3333333333333333
4-month horizon,AMJJ,283,3,0.3333333333333333
4-month horizon,AMJJ,284,3,0.0
4-month horizon,AMJJ,285,3,0.3333333333333333
4-month horizon,AMJJ,286,3,0.3333333333333333
4-month horizon,AMJJ,287,3,0.3333333333333333
4-month horizon,AMJJ,288,3,0.3333333333333333
4-month horizon,AMJJ,289,3,0.3333333333333333
4-month horizon,AMJJ,290,3,0.3333333333333333
4-month horizon,AMJJ,291,3,0.0
4-month horizon,AMJJ,292,3,0.3333333333333333
4-month horizon,AMJJ,293,3,0.0
4-month horizon,AMJJ,294,3,0.0
4-month horizon,AMJJ,295,3,0.3333333333333333
4-month horizon,AMJJ,296,3,0.3333333333333333
4-month horizon,AMJJ,297,3,0.3333333333333333
4-month horizon,AMJJ,298,3,0.0
4-month horizon,AMJJ,299,3,0.0
4-month horizon,AMJJ,300,3,0.6666666666666666
4-month horizon,AMJJ,301,3,0.0
4-month horizon,AMJJ,302,3,0.0
4-month horizon,AMJJ,303,3,0.3333333333333333
4-month horizon,AMJJ,304,3,0.3333333333333333
4-month horizon,AMJJ,305,3,0.3333333333333333
4-month horizon,AMJJ,306,3,0.0
4-month horizon,AMJJ,307,3,0.3333333333333333
4-month horizon,AMJJ,308,3,0.3333333333333333
4-month horizon,AMJJ,309,3,0.3333333333333333
4-month horizon,AMJJ,310,3,0.3333333333333333
4-month horizon,AMJJ,311,3,0.3333333333333333
4-month horizon,AMJJ,312,3,0.3333333333333333
4-month horizon,AMJJ,313,3,0.0
4-month horizon,AMJJ,314,3,0.3333333333333333
4-month horizon,AMJJ,315,3,0.0
4-month horizon,AMJJ,316,3,0.0
4-month horizon,AMJJ,317,3,0.3333333333333333
4-month horizon,AMJJ,318,3,0.0
4-month horizon,AMJJ,319,3,0.0
4-month horizon,AMJJ,320,3,1.0
4-month horizon,AMJJ,321,3,0.0
4-month horizon,AMJJ,322,3,0.0
4-month horizon,AMJJ,323,3,1.0
4-month horizon,AMJJ,324,3,0.0
4-month horizon,AMJJ,325,3,0.0
4-month horizon,AMJJ,326,3,0.3333333333333333
4-month horizon,AMJJ,327,3,0.0
4-month horizon,AMJJ,328,3,0.0
4-month horizon,AMJJ,329,3,0.3333333333333333
4-month horizon,AMJJ,330,3,1.0
4-month horizon,AMJJ,331,3,0.3333333333333333
4-month horizon,AMJJ,332,3,1.0
4-month horizon,AMJJ,333,3,1.0
4-month horizon,AMJJ,334,3,0.0
4-month horizon,AMJJ,335,3,0.0
4-month horizon,AMJJ,336,3,0.0
4-month horizon,AMJJ,337,3,0.0
4-month horizon,AMJJ,338,3,0.3333333333333333
4-month horizon,AMJJ,339,3,1.0
4-month horizon,AMJJ,340,3,0.3333333333333333
4-month horizon,AMJJ,341,3,0.0
4-month horizon,AMJJ,342,3,0.0
4-month horizon,AMJJ,343,3,0.3333333333333333
4-month horizon,AMJJ,344,3,0.0
4-month horizon,AMJJ,345,3,0.6666666666666666
4-month horizon,AMJJ,346,3,1.0
4-month horizon,AMJJ,347,3,0.0
4-month horizon,AMJJ,348,3,1.0
4-month horizon,AMJJ,349,3,0.3333333333333333
4-month horizon,AMJJ,350,3,1.0
4-month horizon,AMJJ,351,3,0.0
4-month horizon,AMJJ,352,3,0.0
4-month horizon,AMJJ,353,3,0.3333333333333333
4-month horizon,AMJJ,354,3,0.3333333333333333
4-month horizon,AMJJ,355,3,0.3333333333333333
4-month horizon,AMJJ,356,3,0.3333333333333333
4-month horizon,AMJJ,357,3,0.3333333333333333
4-month horizon,AMJJ,358,3,0.3333333333333333
4-month horizon,AMJJ,359,3,0.0
4-month horizon,AMJJ,360,3,0.3333333333333333
4-month horizon,AMJJ,361,3,0.0
4-month horizon,AMJJ,362,3,0.3333333333333333
4-month horizon,AMJJ,363,3,0.3333333333333333
4-month horizon,AMJJ,364,3,0.3333333333333333
4-month horizon,AMJJ,365,3,0.0
4-month horizon,AMJJ,366,3,0.0
4-month horizon,AMJJ,367,3,0.0
4-month horizon,AMJJ,368,3,0.0
4-month horizon,AMJJ,369,3,0.0
4-month horizon,AMJJ,370,3,0.0
4-month horizon,AMJJ,371,4,0.25
4-month horizon,AMJJ,372,4,0.5
4-month horizon,AMJJ,373,4,0.5
4-month horizon,AMJJ,374,4,0.5
4-month horizon,AMJJ,375,4,0.25
4-month horizon,AMJJ,376,4,0.5
4-month horizon,AMJJ,377,4,0.25
4-month horizon,AMJJ,378,4,0.25
4-month horizon,AMJJ,379,4,0.5
4-month horizon,AMJJ,380,4,0.25
4-month horizon,AMJJ,381,4,0.25
4-month horizon,AMJJ,382,4,0.5
4-month horizon,AMJJ,383,4,0.25
4-month horizon,AMJJ,384,4,0.5
4-month horizon,AMJJ,385,4,0.25
4-month horizon,AMJJ,386,4,0.0
4-month horizon,AMJJ,387,4,0.0
4-month horizon,AMJJ,388,4,0.25
4-month horizon,AMJJ,389,4,0.25
4-month horizon,AMJJ,390,4,0.25
4-month horizon,AMJJ,391,4,0.25
4-month horizon,AMJJ,392,4,0.0
4-month horizon,AMJJ,393,4,0.25
4-month horizon,AMJJ,394,4,0.0
4-month horizon,AMJJ,395,4,0.25
4-month horizon,AMJJ,396,4,0.25
4-month horizon,AMJJ,397,4,0.5
4-month horizon,AMJJ,398,4,0.5
4-month horizon,AMJJ,399,4,0.0
4-month horizon,AMJJ,400,4,0.25
4-month horizon,AMJJ,401,4,0.25
4-month horizon,AMJJ,402,4,0.25
4-month horizon,AMJJ,403,4,0.0
4-month horizon,AMJJ,404,4,0.25
4-month horizon,AMJJ,405,4,0.25
4-month horizon,AMJJ,406,4,0.5
4-month horizon,AMJJ,407,4,0.25
4-month horizon,AMJJ,408,4,0.0
4-month horizon,AMJJ,409,4,0.0
4-month horizon,AMJJ,410,4,0.25
4-month horizon,AMJJ,411,4,0.25
4-month horizon,AMJJ,412,4,0.0
4-month horizon,AMJJ,413,4,0.75
4-month horizon,AMJJ,414,4,0.0
4-month horizon,AMJJ,415,4,0.25
4-month horizon,AMJJ,416,4,0.25
4-month horizon,AMJJ,417,4,0.0
4-month horizon,AMJJ,418,4,0.0
4-month horizon,AMJJ,419,4,0.25
4-month horizon,AMJJ,420,4,0.0
4-month horizon,AMJJ,421,4,0.5
4-month horizon,AMJJ,422,4,0.0
4-month horizon,AMJJ,423,4,0.25
4-month horizon,AMJJ,424,4,0.25
4-month horizon,AMJJ,425,4,0.0
4-month horizon,AMJJ,426,4,0.25
4-month horizon,AMJJ,427,4,0.5
4-month horizon,AMJJ,428,4,0.25
4-month horizon,AMJJ,429,4,0.5
4-month horizon,AMJJ,430,4,0.0
4-month horizon,AMJJ,431,4,0.25
4-month horizon,AMJJ,432,4,0.0
4-month horizon,AMJJ,433,4,0.0
4-month horizon,AMJJ,434,4,0.0
4-month horizon,AMJJ,435,4,0.25
4-month horizon,AMJJ,436,4,0.25
4-month horizon,AMJJ,437,4,0.25
4-month horizon,AMJJ,438,4,0.0
4-month horizon,AMJJ,439,4,0.25
4-month horizon,AMJJ,440,4,0.25
4-month horizon,AMJJ,441,4,0.25
4-month horizon,AMJJ,442,4,0.25
4-month horizon,AMJJ,443,4,0.25
4-month horizon,AMJJ,444,4,0.0
4-month horizon,AMJJ,445,4,0.0
4-month horizon,AMJJ,446,4,0.5
4-month horizon,AMJJ,447,4,0.0
4-month horizon,AMJJ,448,4,0.0
4-month horizon,AMJJ,449,4,0.25
4-month horizon,AMJJ,450,4,0.25
4-month horizon,AMJJ,451,4,0.5
4-month horizon,AMJJ,452,4,0.5
4-month horizon,AMJJ,453,4,0.0
4-month horizon,AMJJ,454,4,0.25
4-month horizon,AMJJ,455,4,0.25
4-month horizon,AMJJ,456,4,0.25
4-month horizon,AMJJ,457,4,0.25
4-month horizon,AMJJ,458,4,0.75
4-month horizon,AMJJ,459,4,0.25
4-month horizon,AMJJ,460,4,0.25
4-month horizon,AMJJ,461,4,0.25
4-month horizon,AMJJ,462,4,0.0
4-month horizon,AMJJ,463,4,0.25
4-month horizon,AMJJ,464,4,0.0
4-month horizon,AMJJ,465,4,0.0
4-month horizon,AMJJ,466,4,0.0
4-month horizon,AMJJ,467,4,0.75
4-month horizon,AMJJ,468,4,0.75
4-month horizon,AMJJ,469,4,0.25
4-month horizon,AMJJ,470,4,0.25
4-month horizon,AMJJ,471,4,0.0
4-month horizon,AMJJ,472,4,0.0
4-month horizon,AMJJ,473,4,0.0
4-month horizon,AMJJ,474,4,0.25
4-month horizon,AMJJ,475,4,0.0
4-month horizon,AMJJ,476,4,0.25
4-month horizon,AMJJ,477,4,0.0
4-month horizon,AMJJ,478,4,0.25
4-month horizon,AMJJ,479,4,0.0
4-month horizon,AMJJ,480,4,0.0
4-month horizon,AMJJ,481,4,0.5
4-month horizon,AMJJ,482,4,0.5
4-month horizon,AMJJ,483,4,0.25
4-month horizon,AMJJ,484,4,0.25
4-month horizon,AMJJ,485,4,0.25
4-month horizon,AMJJ,486,4,0.25
4-month horizon,AMJJ,487,4,0.25
4-month horizon,AMJJ,488,4,0.25
4-month horizon,AMJJ,489,4,0.25
4-month horizon,AMJJ,490,4,0.25
4-month horizon,AMJJ,491,4,0.25
4-month horizon,AMJJ,492,4,0.5
4-month horizon,AMJJ,493,4,0.25
4-month horizon,AMJJ,494,4,0.25
4-month horizon,AMJJ,495,4,0.25
4-month horizon,AMJJ,496,4,0.5
4-month horizon,AMJJ,497,4,0.0
4-month horizon,AMJJ,498,4,0.25
4-month horizon,AMJJ,499,4,0.0
4-month horizon,AMJJ,500,4,0.25
4-month horizon,AMJJ,501,4,0.0
4-month horizon,AMJJ,502,4,0.25
4-month horizon,AMJJ,503,4,0.25
4-month horizon,AMJJ,504,4,0.25
4-month horizon,AMJJ,505,4,0.25
4-month horizon,AMJJ,506,4,0.25
4-month horizon,AMJJ,507,4,0.0
4-month horizon,AMJJ,508,4,0.0
4-month horizon,AMJJ,509,4,0.25
4-month horizon,AMJJ,510,4,0.0
4-month horizon,AMJJ,511,4,0.25
4-month horizon,AMJJ,512,4,0.5
4-month horizon,AMJJ,513,4,0.5
4-month horizon,AMJJ,514,4,0.0
4-month horizon,AMJJ,515,4,0.5
4-month horizon,AMJJ,516,4,0.0
4-month horizon,AMJJ,517,4,0.25
4-month horizon,AMJJ,518,4,0.25
4-month horizon,AMJJ,519,4,0.25
4-month horizon,AMJJ,520,4,0.25
4-month horizon,AMJJ,521,4,0.25
4-month horizon,AMJJ,522,4,0.25
4-month horizon,AMJJ,523,4,0.25
4-month horizon,AMJJ,524,4,0.25
4-month horizon,AMJJ,525,4,0.5
4-month horizon,AMJJ,526,4,0.5
4-month horizon,AMJJ,527,4,0.25
4-month horizon,AMJJ,528,4,0.5
4-month horizon,AMJJ,529,4,0.5
4-month horizon,AMJJ,530,4,0.5
4-month horizon,AMJJ,531,4,0.5
4-month horizon,AMJJ,532,4,0.25
4-month horizon,AMJJ,533,4,0.25
4-month horizon,AMJJ,534,4,0.5
4-month horizon,AMJJ,535,4,0.5
4-month horizon,AMJJ,536,4,0.75
4-month horizon,AMJJ,537,4,0.25
4-month horizon,AMJJ,538,4,0.5
4-month horizon,AMJJ,539,4,0.0
4-month horizon,AMJJ,540,4,0.25
4-month horizon,AMJJ,541,4,0.5
4-month horizon,AMJJ,542,4,0.25
4-month horizon,AMJJ,543,4,0.25
4-month horizon,AMJJ,544,4,0.5
4-month horizon,AMJJ,545,4,0.5
4-month horizon,AMJJ,546,4,0.25
4-month horizon,AMJJ,547,4,0.75
4-month horizon,AMJJ,548,4,0.25
4-month horizon,AMJJ,549,4,0.25
4-month horizon,AMJJ,550,4,0.25
4-month horizon,AMJJ,551,4,0.25
4-month horizon,AMJJ,552,4,0.25
4-month horizon,AMJJ,553,4,0.5
4-month horizon,AMJJ,554,4,0.25
4-month horizon,AMJJ,555,4,0.25
4-month horizon,AMJJ,556,4,0.0
4-month horizon,AMJJ,557,4,0.5
4-month horizon,AMJJ,558,4,0.0
4-month horizon,AMJJ,559,4,0.0
4-month horizon,AMJJ,560,4,0.25
4-month horizon,AMJJ,561,4,0.5
4-month horizon,AMJJ,562,4,0.0
4-month horizon,AMJJ,563,4,0.0
4-month horizon,AMJJ,564,4,0.0
4-month horizon,AMJJ,565,4,0.0
4-month horizon,AMJJ,566,4,0.0
4-month horizon,AMJJ,567,4,0.25
4-month horizon,AMJJ,568,4,0.5
4-month horizon,AMJJ,569,4,0.25
4-month horizon,AMJJ,570,4,0.5
4-month horizon,AMJJ,571,4,0.25
4-month horizon,AMJJ,572,4,0.25
4-month horizon,AMJJ,573,4,0.5
4-month horizon,AMJJ,574,4,0.0
4-month horizon,AMJJ,575,4,0.25
4-month horizon,AMJJ,576,4,0.0
4-month horizon,AMJJ,577,4,0.25
4-month horizon,AMJJ,578,4,0.5
4-month horizon,AMJJ,579,4,0.0
4-month horizon,AMJJ,580,4,0.25
4-month horizon,AMJJ,581,4,0.0
4-month horizon,AMJJ,582,4,0.25
4-month horizon,AMJJ,583,4,0.0
4-month horizon,AMJJ,584,4,0.0
4-month horizon,AMJJ,585,4,0.25
4-month horizon,AMJJ,586,4,0.25
4-month horizon,AMJJ,587,4,0.25
4-month horizon,AMJJ,588,4,0.25
4-month horizon,AMJJ,589,4,0.0
4-month horizon,AMJJ,590,4,0.5
4-month horizon,AMJJ,591,4,0.0
4-month horizon,AMJJ,592,4,0.25
4-month horizon,AMJJ,593,4,0.25
4-month horizon,AMJJ,594,4,0.0
4-month horizon,AMJJ,595,4,0.25
4-month horizon,AMJJ,596,4,0.25
4-month horizon,AMJJ,597,4,0.0
4-month horizon,AMJJ,598,4,0.25
4-month horizon,AMJJ,599,4,0.25
4-month horizon,AMJJ,600,4,0.0
4-month horizon,AMJJ,601,4,0.25
4-month horizon,AMJJ,602,4,0.25
4-month horizon,AMJJ,603,4,0.25
4-month horizon,AMJJ,604,4,0.0
4-month horizon,AMJJ,605,4,0.25
4-month horizon,AMJJ,606,4,0.25
4-month horizon,AMJJ,607,4,0.25
4-month horizon,AMJJ,608,4,0.0
4-month horizon,AMJJ,609,4,0.25
4-month horizon,AMJJ,610,4,0.25
4-month horizon,AMJJ,611,4,0.25
4-month horizon,AMJJ,612,4,0.25
4-month horizon,AMJJ,613,4,0.25
4-month horizon,AMJJ,614,4,0.0
4-month horizon,AMJJ,615,4,0.0
4-month horizon,AMJJ,616,4,0.25
4-month horizon,AMJJ,617,4,0.25
4-month horizon,AMJJ,618,4,0.25
4-month horizon,AMJJ,619,4,0.25
4-month horizon,AMJJ,620,4,0.25
4-month horizon,AMJJ,621,4,0.25
4-month horizon,AMJJ,622,4,0.0
4-month horizon,AMJJ,623,4,0.25
4-month horizon,AMJJ,624,4,0.5
4-month horizon,AMJJ,625,4,0.25
4-month horizon,AMJJ,626,4,0.5
4-month horizon,AMJJ,627,4,0.25
4-month horizon,AMJJ,628,4,0.0
4-month horizon,AMJJ,629,4,0.5
